Date,Ingredient,Demand,Waste,Unit_Price,Stock_Level,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Waste_Percentage
2023-11-25,Tomatoes,33,7,11.12,41,5,11,2023,1,0,21.21212121212121
2023-11-26,Tomatoes,36,6,7.75,44,6,11,2023,1,0,16.666666666666664
2023-11-27,Tomatoes,32,6,10.85,41,0,11,2023,0,0,18.75
2023-11-28,Tomatoes,24,3,11.37,27,1,11,2023,0,0,12.5
2023-11-29,Tomatoes,32,4,8.16,35,2,11,2023,0,0,12.5
2023-11-30,Tomatoes,29,5,9.59,32,3,11,2023,0,0,17.24137931034483
2023-12-01,Tomatoes,32,4,10.6,40,4,12,2023,0,0,12.5
2023-12-02,Tomatoes,39,6,6.14,45,5,12,2023,1,0,15.384615384615385
2023-12-03,Tomatoes,35,6,3.31,41,6,12,2023,1,0,17.142857142857142
2023-12-04,Tomatoes,31,5,10.9,36,0,12,2023,0,0,16.129032258064516
2023-12-05,Tomatoes,24,4,14.79,28,1,12,2023,0,0,16.666666666666664
2023-12-06,Tomatoes,30,3,5.8,34,2,12,2023,0,0,10.0
2023-12-07,Tomatoes,32,0,14.77,39,3,12,2023,0,0,0.0
2023-12-08,Tomatoes,32,5,11.5,37,4,12,2023,0,0,15.625
2023-12-09,Tomatoes,35,7,2.92,39,5,12,2023,1,0,20.0
2023-12-10,Tomatoes,35,4,5.55,42,6,12,2023,1,0,11.428571428571429
2023-12-11,Tomatoes,31,6,7.82,38,0,12,2023,0,0,19.35483870967742
2023-12-12,Tomatoes,27,6,2.08,32,1,12,2023,0,0,22.22222222222222
2023-12-13,Tomatoes,28,3,14.41,35,2,12,2023,0,0,10.714285714285714
2023-12-14,Tomatoes,31,6,8.93,39,3,12,2023,0,0,19.35483870967742
2023-12-15,Tomatoes,45,7,3.94,55,4,12,2023,0,1,15.555555555555555
2023-12-16,Tomatoes,59,8,4.55,76,5,12,2023,1,1,13.559322033898304
2023-12-17,Tomatoes,51,7,13.06,61,6,12,2023,1,1,13.725490196078432
2023-12-18,Tomatoes,50,2,12.55,60,0,12,2023,0,1,4.0
2023-12-19,Tomatoes,42,8,5.24,53,1,12,2023,0,1,19.047619047619047
2023-12-20,Tomatoes,44,8,4.71,52,2,12,2023,0,1,18.181818181818183
2023-12-21,Tomatoes,41,5,13.6,49,3,12,2023,0,1,12.195121951219512
2023-12-22,Tomatoes,45,6,9.8,53,4,12,2023,0,1,13.333333333333334
2023-12-23,Tomatoes,46,5,3.02,58,5,12,2023,1,1,10.869565217391305
2023-12-24,Tomatoes,62,9,9.58,76,6,12,2023,1,1,14.516129032258066
2023-12-25,Tomatoes,37,3,13.61,46,0,12,2023,0,1,8.108108108108109
2023-12-26,Tomatoes,48,8,5.67,54,1,12,2023,0,1,16.666666666666664
2023-12-27,Tomatoes,50,5,8.07,65,2,12,2023,0,1,10.0
2023-12-28,Tomatoes,43,7,11.75,52,3,12,2023,0,1,16.27906976744186
2023-12-29,Tomatoes,47,5,8.65,58,4,12,2023,0,1,10.638297872340425
2023-12-30,Tomatoes,47,4,6.07,53,5,12,2023,1,1,8.51063829787234
2023-12-31,Tomatoes,45,3,13.68,51,6,12,2023,1,1,6.666666666666667
2024-01-01,Tomatoes,35,6,7.3,39,0,1,2024,0,0,17.142857142857142
2024-01-02,Tomatoes,37,4,9.4,46,1,1,2024,0,0,10.81081081081081
2024-01-03,Tomatoes,33,4,2.67,43,2,1,2024,0,0,12.121212121212121
2024-01-04,Tomatoes,31,4,5.05,36,3,1,2024,0,0,12.903225806451612
2024-01-05,Tomatoes,35,5,7.3,40,4,1,2024,0,0,14.285714285714285
2024-01-06,Tomatoes,38,4,4.04,45,5,1,2024,1,0,10.526315789473683
2024-01-07,Tomatoes,36,4,14.8,40,6,1,2024,1,0,11.11111111111111
2024-01-08,Tomatoes,35,5,4.23,44,0,1,2024,0,0,14.285714285714285
2024-01-09,Tomatoes,31,6,14.17,35,1,1,2024,0,0,19.35483870967742
2024-01-10,Tomatoes,33,8,5.91,43,2,1,2024,0,0,24.242424242424242
2024-01-11,Tomatoes,27,2,4.12,32,3,1,2024,0,0,7.4074074074074066
2024-01-12,Tomatoes,32,4,11.29,42,4,1,2024,0,0,12.5
2024-01-13,Tomatoes,38,5,2.14,49,5,1,2024,1,0,13.157894736842104
2024-01-14,Tomatoes,45,7,2.93,54,6,1,2024,1,0,15.555555555555555
2024-01-15,Tomatoes,40,2,9.25,45,0,1,2024,0,0,5.0
2024-01-16,Tomatoes,31,5,2.25,38,1,1,2024,0,0,16.129032258064516
2024-01-17,Tomatoes,29,4,13.42,37,2,1,2024,0,0,13.793103448275861
2024-01-18,Tomatoes,37,6,9.39,44,3,1,2024,0,0,16.216216216216218
2024-01-19,Tomatoes,30,5,5.16,34,4,1,2024,0,0,16.666666666666664
2024-01-20,Tomatoes,40,7,5.7,46,5,1,2024,1,0,17.5
2024-01-21,Tomatoes,43,8,6.56,52,6,1,2024,1,0,18.6046511627907
2024-01-22,Tomatoes,32,4,13.72,41,0,1,2024,0,0,12.5
2024-01-23,Tomatoes,30,4,12.55,36,1,1,2024,0,0,13.333333333333334
2024-01-24,Tomatoes,27,2,4.98,35,2,1,2024,0,0,7.4074074074074066
2024-01-25,Tomatoes,25,4,2.92,30,3,1,2024,0,0,16.0
2024-01-26,Tomatoes,34,4,13.34,40,4,1,2024,0,0,11.76470588235294
2024-01-27,Tomatoes,43,10,13.03,56,5,1,2024,1,0,23.25581395348837
2024-01-28,Tomatoes,29,4,2.8,37,6,1,2024,1,0,13.793103448275861
2024-01-29,Tomatoes,38,7,13.7,49,0,1,2024,0,0,18.421052631578945
2024-01-30,Tomatoes,37,7,8.06,47,1,1,2024,0,0,18.91891891891892
2024-01-31,Tomatoes,31,5,13.45,35,2,1,2024,0,0,16.129032258064516
2024-02-01,Tomatoes,39,4,11.52,45,3,2,2024,0,0,10.256410256410255
2024-02-02,Tomatoes,39,7,12.09,46,4,2,2024,0,0,17.94871794871795
2024-02-03,Tomatoes,41,10,8.71,48,5,2,2024,1,0,24.390243902439025
2024-02-04,Tomatoes,40,6,9.51,45,6,2,2024,1,0,15.0
2024-02-05,Tomatoes,38,6,14.22,44,0,2,2024,0,0,15.789473684210526
2024-02-06,Tomatoes,36,5,8.4,43,1,2,2024,0,0,13.88888888888889
2024-02-07,Tomatoes,36,5,14.85,46,2,2,2024,0,0,13.88888888888889
2024-02-08,Tomatoes,33,4,8.16,41,3,2,2024,0,0,12.121212121212121
2024-02-09,Tomatoes,39,4,12.35,45,4,2,2024,0,0,10.256410256410255
2024-02-10,Tomatoes,41,6,11.0,49,5,2,2024,1,0,14.634146341463413
2024-02-11,Tomatoes,44,8,7.87,52,6,2,2024,1,0,18.181818181818183
2024-02-12,Tomatoes,33,5,2.92,38,0,2,2024,0,0,15.151515151515152
2024-02-13,Tomatoes,38,3,14.82,43,1,2,2024,0,0,7.894736842105263
2024-02-14,Tomatoes,28,6,9.64,32,2,2,2024,0,0,21.428571428571427
2024-02-15,Tomatoes,40,7,14.04,51,3,2,2024,0,0,17.5
2024-02-16,Tomatoes,31,5,8.88,37,4,2,2024,0,0,16.129032258064516
2024-02-17,Tomatoes,45,7,4.7,52,5,2,2024,1,0,15.555555555555555
2024-02-18,Tomatoes,39,6,2.09,48,6,2,2024,1,0,15.384615384615385
2024-02-19,Tomatoes,32,5,3.22,38,0,2,2024,0,0,15.625
2024-02-20,Tomatoes,40,5,14.27,46,1,2,2024,0,0,12.5
2024-02-21,Tomatoes,40,3,14.18,46,2,2,2024,0,0,7.5
2024-02-22,Tomatoes,37,6,12.01,45,3,2,2024,0,0,16.216216216216218
2024-02-23,Tomatoes,34,7,3.1,42,4,2,2024,0,0,20.588235294117645
2024-02-24,Tomatoes,45,6,7.97,50,5,2,2024,1,0,13.333333333333334
2024-02-25,Tomatoes,38,5,14.51,42,6,2,2024,1,0,13.157894736842104
2024-02-26,Tomatoes,40,7,10.91,44,0,2,2024,0,0,17.5
2024-02-27,Tomatoes,36,6,3.78,42,1,2,2024,0,0,16.666666666666664
2024-02-28,Tomatoes,34,7,7.92,38,2,2,2024,0,0,20.588235294117645
2024-02-29,Tomatoes,30,4,13.13,34,3,2,2024,0,0,13.333333333333334
2024-03-01,Tomatoes,39,6,10.77,45,4,3,2024,0,0,15.384615384615385
2024-03-02,Tomatoes,41,6,9.38,49,5,3,2024,1,0,14.634146341463413
2024-03-03,Tomatoes,40,8,12.97,50,6,3,2024,1,0,20.0
2024-03-04,Tomatoes,39,6,6.69,47,0,3,2024,0,0,15.384615384615385
2024-03-05,Tomatoes,40,5,3.17,50,1,3,2024,0,0,12.5
2024-03-06,Tomatoes,32,3,6.84,38,2,3,2024,0,0,9.375
2024-03-07,Tomatoes,32,7,13.16,39,3,3,2024,0,0,21.875
2024-03-08,Tomatoes,37,7,13.96,44,4,3,2024,0,0,18.91891891891892
2024-03-09,Tomatoes,43,7,6.66,48,5,3,2024,1,0,16.27906976744186
2024-03-10,Tomatoes,44,5,12.48,53,6,3,2024,1,0,11.363636363636363
2024-03-11,Tomatoes,35,1,11.08,40,0,3,2024,0,0,2.857142857142857
2024-03-12,Tomatoes,41,5,11.74,47,1,3,2024,0,0,12.195121951219512
2024-03-13,Tomatoes,34,4,6.0,40,2,3,2024,0,0,11.76470588235294
2024-03-14,Tomatoes,39,5,11.94,45,3,3,2024,0,0,12.82051282051282
2024-03-15,Tomatoes,32,4,13.69,38,4,3,2024,0,0,12.5
2024-03-16,Tomatoes,41,3,12.74,46,5,3,2024,1,0,7.317073170731707
2024-03-17,Tomatoes,47,10,7.57,55,6,3,2024,1,0,21.27659574468085
2024-03-18,Tomatoes,38,5,2.69,46,0,3,2024,0,0,13.157894736842104
2024-03-19,Tomatoes,36,7,14.62,40,1,3,2024,0,0,19.444444444444446
2024-03-20,Tomatoes,38,7,3.01,45,2,3,2024,0,0,18.421052631578945
2024-03-21,Tomatoes,34,5,8.73,40,3,3,2024,0,0,14.705882352941178
2024-03-22,Tomatoes,39,7,14.65,48,4,3,2024,0,0,17.94871794871795
2024-03-23,Tomatoes,44,5,2.59,51,5,3,2024,1,0,11.363636363636363
2024-03-24,Tomatoes,41,7,6.42,45,6,3,2024,1,0,17.073170731707318
2024-03-25,Tomatoes,35,4,11.15,43,0,3,2024,0,0,11.428571428571429
2024-03-26,Tomatoes,37,4,9.22,46,1,3,2024,0,0,10.81081081081081
2024-03-27,Tomatoes,29,6,3.17,36,2,3,2024,0,0,20.689655172413794
2024-03-28,Tomatoes,40,3,12.02,51,3,3,2024,0,0,7.5
2024-03-29,Tomatoes,31,14,2.3,36,4,3,2024,0,0,45.16129032258064
2024-03-30,Tomatoes,44,9,8.92,57,5,3,2024,1,0,20.454545454545457
2024-03-31,Tomatoes,43,5,10.77,50,6,3,2024,1,0,11.627906976744185
2024-04-01,Tomatoes,31,5,12.46,40,0,4,2024,0,0,16.129032258064516
2024-04-02,Tomatoes,30,5,7.51,34,1,4,2024,0,0,16.666666666666664
2024-04-03,Tomatoes,33,6,7.05,37,2,4,2024,0,0,18.181818181818183
2024-04-04,Tomatoes,31,4,4.08,39,3,4,2024,0,0,12.903225806451612
2024-04-05,Tomatoes,35,7,12.67,40,4,4,2024,0,0,20.0
2024-04-06,Tomatoes,47,5,14.17,60,5,4,2024,1,0,10.638297872340425
2024-04-07,Tomatoes,47,5,4.42,54,6,4,2024,1,0,10.638297872340425
2024-04-08,Tomatoes,31,4,9.88,40,0,4,2024,0,0,12.903225806451612
2024-04-09,Tomatoes,39,8,3.71,50,1,4,2024,0,0,20.51282051282051
2024-04-10,Tomatoes,37,4,14.54,44,2,4,2024,0,0,10.81081081081081
2024-04-11,Tomatoes,36,4,10.19,46,3,4,2024,0,0,11.11111111111111
2024-04-12,Tomatoes,30,4,5.75,37,4,4,2024,0,0,13.333333333333334
2024-04-13,Tomatoes,47,4,11.24,56,5,4,2024,1,0,8.51063829787234
2024-04-14,Tomatoes,49,11,13.96,54,6,4,2024,1,0,22.448979591836736
2024-04-15,Tomatoes,39,3,2.69,46,0,4,2024,0,0,7.6923076923076925
2024-04-16,Tomatoes,33,4,11.59,41,1,4,2024,0,0,12.121212121212121
2024-04-17,Tomatoes,35,1,6.72,39,2,4,2024,0,0,2.857142857142857
2024-04-18,Tomatoes,31,2,3.78,38,3,4,2024,0,0,6.451612903225806
2024-04-19,Tomatoes,36,5,5.67,45,4,4,2024,0,0,13.88888888888889
2024-04-20,Tomatoes,46,8,14.59,58,5,4,2024,1,0,17.391304347826086
2024-04-21,Tomatoes,35,5,5.19,42,6,4,2024,1,0,14.285714285714285
2024-04-22,Tomatoes,39,5,3.2,50,0,4,2024,0,0,12.82051282051282
2024-04-23,Tomatoes,35,6,11.82,41,1,4,2024,0,0,17.142857142857142
2024-04-24,Tomatoes,32,4,3.45,39,2,4,2024,0,0,12.5
2024-04-25,Tomatoes,38,6,6.95,42,3,4,2024,0,0,15.789473684210526
2024-04-26,Tomatoes,34,3,10.9,41,4,4,2024,0,0,8.823529411764707
2024-04-27,Tomatoes,55,8,8.25,62,5,4,2024,1,0,14.545454545454545
2024-04-28,Tomatoes,36,7,3.69,43,6,4,2024,1,0,19.444444444444446
2024-04-29,Tomatoes,36,6,5.54,45,0,4,2024,0,0,16.666666666666664
2024-04-30,Tomatoes,32,4,8.81,42,1,4,2024,0,0,12.5
2024-05-01,Tomatoes,36,5,11.12,40,2,5,2024,0,0,13.88888888888889
2024-05-02,Tomatoes,26,5,13.49,33,3,5,2024,0,0,19.230769230769234
2024-05-03,Tomatoes,35,7,13.6,45,4,5,2024,0,0,20.0
2024-05-04,Tomatoes,40,7,12.55,49,5,5,2024,1,0,17.5
2024-05-05,Tomatoes,42,2,6.31,47,6,5,2024,1,0,4.761904761904762
2024-05-06,Tomatoes,31,7,7.22,40,0,5,2024,0,0,22.58064516129032
2024-05-07,Tomatoes,38,6,7.72,47,1,5,2024,0,0,15.789473684210526
2024-05-08,Tomatoes,37,4,11.04,45,2,5,2024,0,0,10.81081081081081
2024-05-09,Tomatoes,35,6,7.47,44,3,5,2024,0,0,17.142857142857142
2024-05-10,Tomatoes,32,4,14.44,37,4,5,2024,0,0,12.5
2024-05-11,Tomatoes,45,10,4.81,57,5,5,2024,1,0,22.22222222222222
2024-05-12,Tomatoes,40,8,2.52,52,6,5,2024,1,0,20.0
2024-05-13,Tomatoes,36,7,6.65,46,0,5,2024,0,0,19.444444444444446
2024-05-14,Tomatoes,38,8,6.98,42,1,5,2024,0,0,21.052631578947366
2024-05-15,Tomatoes,35,3,2.55,44,2,5,2024,0,0,8.571428571428571
2024-05-16,Tomatoes,35,4,5.89,41,3,5,2024,0,0,11.428571428571429
2024-05-17,Tomatoes,40,5,4.69,52,4,5,2024,0,0,12.5
2024-05-18,Tomatoes,39,8,5.32,50,5,5,2024,1,0,20.51282051282051
2024-05-19,Tomatoes,45,8,10.55,54,6,5,2024,1,0,17.77777777777778
2024-05-20,Tomatoes,37,5,12.34,42,0,5,2024,0,0,13.513513513513514
2024-05-21,Tomatoes,38,3,10.26,43,1,5,2024,0,0,7.894736842105263
2024-05-22,Tomatoes,35,5,9.81,43,2,5,2024,0,0,14.285714285714285
2024-05-23,Tomatoes,37,7,3.82,41,3,5,2024,0,0,18.91891891891892
2024-05-24,Tomatoes,32,4,12.35,40,4,5,2024,0,0,12.5
2024-05-25,Tomatoes,36,5,13.89,42,5,5,2024,1,0,13.88888888888889
2024-05-26,Tomatoes,37,4,13.45,42,6,5,2024,1,0,10.81081081081081
2024-05-27,Tomatoes,27,3,11.63,33,0,5,2024,0,0,11.11111111111111
2024-05-28,Tomatoes,39,7,2.34,47,1,5,2024,0,0,17.94871794871795
2024-05-29,Tomatoes,32,2,5.77,36,2,5,2024,0,0,6.25
2024-05-30,Tomatoes,41,9,10.85,51,3,5,2024,0,0,21.951219512195124
2024-05-31,Tomatoes,33,5,12.23,37,4,5,2024,0,0,15.151515151515152
2024-06-01,Tomatoes,39,6,9.84,49,5,6,2024,1,0,15.384615384615385
2024-06-02,Tomatoes,32,4,11.63,37,6,6,2024,1,0,12.5
2024-06-03,Tomatoes,30,6,2.05,38,0,6,2024,0,0,20.0
2024-06-04,Tomatoes,27,3,2.64,32,1,6,2024,0,0,11.11111111111111
2024-06-05,Tomatoes,34,4,7.38,41,2,6,2024,0,0,11.76470588235294
2024-06-06,Tomatoes,33,7,13.97,39,3,6,2024,0,0,21.21212121212121
2024-06-07,Tomatoes,24,3,8.53,26,4,6,2024,0,0,12.5
2024-06-08,Tomatoes,33,5,14.53,43,5,6,2024,1,0,15.151515151515152
2024-06-09,Tomatoes,35,4,6.68,45,6,6,2024,1,0,11.428571428571429
2024-06-10,Tomatoes,33,7,8.38,42,0,6,2024,0,0,21.21212121212121
2024-06-11,Tomatoes,33,5,9.77,38,1,6,2024,0,0,15.151515151515152
2024-06-12,Tomatoes,29,5,7.68,35,2,6,2024,0,0,17.24137931034483
2024-06-13,Tomatoes,27,4,2.55,32,3,6,2024,0,0,14.814814814814813
2024-06-14,Tomatoes,37,7,8.56,45,4,6,2024,0,0,18.91891891891892
2024-06-15,Tomatoes,39,7,4.25,49,5,6,2024,1,0,17.94871794871795
2024-06-16,Tomatoes,41,8,7.58,50,6,6,2024,1,0,19.51219512195122
2024-06-17,Tomatoes,29,4,14.77,36,0,6,2024,0,0,13.793103448275861
2024-06-18,Tomatoes,29,3,8.5,34,1,6,2024,0,0,10.344827586206897
2024-06-19,Tomatoes,35,6,10.53,43,2,6,2024,0,0,17.142857142857142
2024-06-20,Tomatoes,31,5,12.5,34,3,6,2024,0,0,16.129032258064516
2024-06-21,Tomatoes,26,4,14.38,33,4,6,2024,0,0,15.384615384615385
2024-06-22,Tomatoes,41,6,7.67,49,5,6,2024,1,0,14.634146341463413
2024-06-23,Tomatoes,37,5,2.57,47,6,6,2024,1,0,13.513513513513514
2024-06-24,Tomatoes,32,7,10.06,38,0,6,2024,0,0,21.875
2024-06-25,Tomatoes,37,1,5.66,42,1,6,2024,0,0,2.7027027027027026
2024-06-26,Tomatoes,31,3,7.33,36,2,6,2024,0,0,9.67741935483871
2024-06-27,Tomatoes,30,4,4.58,38,3,6,2024,0,0,13.333333333333334
2024-06-28,Tomatoes,29,6,9.81,37,4,6,2024,0,0,20.689655172413794
2024-06-29,Tomatoes,41,7,14.8,47,5,6,2024,1,0,17.073170731707318
2024-06-30,Tomatoes,45,5,11.12,51,6,6,2024,1,0,11.11111111111111
2024-07-01,Tomatoes,36,7,5.86,40,0,7,2024,0,1,19.444444444444446
2024-07-02,Tomatoes,43,4,7.9,49,1,7,2024,0,1,9.30232558139535
2024-07-03,Tomatoes,42,7,12.08,52,2,7,2024,0,1,16.666666666666664
2024-07-04,Tomatoes,40,7,14.01,45,3,7,2024,0,1,17.5
2024-07-05,Tomatoes,42,9,8.39,51,4,7,2024,0,1,21.428571428571427
2024-07-06,Tomatoes,54,5,6.54,61,5,7,2024,1,1,9.25925925925926
2024-07-07,Tomatoes,53,7,6.08,59,6,7,2024,1,1,13.20754716981132
2024-07-08,Tomatoes,26,4,9.95,34,0,7,2024,0,0,15.384615384615385
2024-07-09,Tomatoes,28,6,10.54,32,1,7,2024,0,0,21.428571428571427
2024-07-10,Tomatoes,29,5,5.22,32,2,7,2024,0,0,17.24137931034483
2024-07-11,Tomatoes,26,6,7.78,32,3,7,2024,0,0,23.076923076923077
2024-07-12,Tomatoes,29,3,4.1,36,4,7,2024,0,0,10.344827586206897
2024-07-13,Tomatoes,34,5,4.67,43,5,7,2024,1,0,14.705882352941178
2024-07-14,Tomatoes,31,14,9.68,36,6,7,2024,1,0,45.16129032258064
2024-07-15,Tomatoes,27,4,11.95,31,0,7,2024,0,0,14.814814814814813
2024-07-16,Tomatoes,26,4,11.49,32,1,7,2024,0,0,15.384615384615385
2024-07-17,Tomatoes,28,4,6.58,36,2,7,2024,0,0,14.285714285714285
2024-07-18,Tomatoes,28,4,12.18,32,3,7,2024,0,0,14.285714285714285
2024-07-19,Tomatoes,23,4,5.13,29,4,7,2024,0,0,17.391304347826086
2024-07-20,Tomatoes,28,6,13.24,34,5,7,2024,1,0,21.428571428571427
2024-07-21,Tomatoes,34,7,5.41,42,6,7,2024,1,0,20.588235294117645
2024-07-22,Tomatoes,34,7,12.17,41,0,7,2024,0,0,20.588235294117645
2024-07-23,Tomatoes,30,5,14.68,34,1,7,2024,0,0,16.666666666666664
2024-07-24,Tomatoes,31,4,13.78,36,2,7,2024,0,0,12.903225806451612
2024-07-25,Tomatoes,33,6,11.4,42,3,7,2024,0,0,18.181818181818183
2024-07-26,Tomatoes,24,4,8.8,27,4,7,2024,0,0,16.666666666666664
2024-07-27,Tomatoes,32,3,3.72,42,5,7,2024,1,0,9.375
2024-07-28,Tomatoes,34,4,6.81,40,6,7,2024,1,0,11.76470588235294
2024-07-29,Tomatoes,27,4,10.85,35,0,7,2024,0,0,14.814814814814813
2024-07-30,Tomatoes,33,6,14.44,39,1,7,2024,0,0,18.181818181818183
2024-07-31,Tomatoes,28,4,13.89,35,2,7,2024,0,0,14.285714285714285
2024-08-01,Tomatoes,26,5,6.82,30,3,8,2024,0,0,19.230769230769234
2024-08-02,Tomatoes,26,5,14.67,32,4,8,2024,0,0,19.230769230769234
2024-08-03,Tomatoes,32,5,6.41,37,5,8,2024,1,0,15.625
2024-08-04,Tomatoes,27,5,3.33,32,6,8,2024,1,0,18.51851851851852
2024-08-05,Tomatoes,22,10,7.6,25,0,8,2024,0,0,45.45454545454545
2024-08-06,Tomatoes,25,3,7.32,31,1,8,2024,0,0,12.0
2024-08-07,Tomatoes,24,5,9.33,28,2,8,2024,0,0,20.833333333333336
2024-08-08,Tomatoes,25,3,4.19,31,3,8,2024,0,0,12.0
2024-08-09,Tomatoes,26,5,9.06,31,4,8,2024,0,0,19.230769230769234
2024-08-10,Tomatoes,35,5,10.1,39,5,8,2024,1,0,14.285714285714285
2024-08-11,Tomatoes,38,6,6.99,49,6,8,2024,1,0,15.789473684210526
2024-08-12,Tomatoes,22,1,9.6,26,0,8,2024,0,0,4.545454545454546
2024-08-13,Tomatoes,24,4,2.09,28,1,8,2024,0,0,16.666666666666664
2024-08-14,Tomatoes,26,5,3.09,34,2,8,2024,0,0,19.230769230769234
2024-08-15,Tomatoes,25,5,2.34,30,3,8,2024,0,0,20.0
2024-08-16,Tomatoes,26,5,4.97,28,4,8,2024,0,0,19.230769230769234
2024-08-17,Tomatoes,28,7,2.98,35,5,8,2024,1,0,25.0
2024-08-18,Tomatoes,31,4,7.17,40,6,8,2024,1,0,12.903225806451612
2024-08-19,Tomatoes,27,5,6.41,35,0,8,2024,0,0,18.51851851851852
2024-08-20,Tomatoes,28,5,10.79,35,1,8,2024,0,0,17.857142857142858
2024-08-21,Tomatoes,23,5,9.69,29,2,8,2024,0,0,21.73913043478261
2024-08-22,Tomatoes,26,5,13.91,29,3,8,2024,0,0,19.230769230769234
2024-08-23,Tomatoes,28,2,2.31,34,4,8,2024,0,0,7.142857142857142
2024-08-24,Tomatoes,35,5,6.57,44,5,8,2024,1,0,14.285714285714285
2024-08-25,Tomatoes,29,4,7.46,33,6,8,2024,1,0,13.793103448275861
2024-08-26,Tomatoes,21,3,7.45,24,0,8,2024,0,0,14.285714285714285
2024-08-27,Tomatoes,31,2,10.26,38,1,8,2024,0,0,6.451612903225806
2024-08-28,Tomatoes,25,5,5.19,31,2,8,2024,0,0,20.0
2024-08-29,Tomatoes,26,7,14.79,32,3,8,2024,0,0,26.923076923076923
2024-08-30,Tomatoes,25,5,6.69,32,4,8,2024,0,0,20.0
2024-08-31,Tomatoes,31,6,7.95,41,5,8,2024,1,0,19.35483870967742
2024-09-01,Tomatoes,34,5,2.64,40,6,9,2024,1,0,14.705882352941178
2024-09-02,Tomatoes,29,5,7.46,36,0,9,2024,0,0,17.24137931034483
2024-09-03,Tomatoes,24,2,3.21,31,1,9,2024,0,0,8.333333333333332
2024-09-04,Tomatoes,26,3,14.66,31,2,9,2024,0,0,11.538461538461538
2024-09-05,Tomatoes,22,2,4.71,27,3,9,2024,0,0,9.090909090909092
2024-09-06,Tomatoes,23,3,7.43,27,4,9,2024,0,0,13.043478260869565
2024-09-07,Tomatoes,28,2,8.93,32,5,9,2024,1,0,7.142857142857142
2024-09-08,Tomatoes,31,6,14.98,38,6,9,2024,1,0,19.35483870967742
2024-09-09,Tomatoes,25,5,9.6,29,0,9,2024,0,0,20.0
2024-09-10,Tomatoes,25,5,4.12,28,1,9,2024,0,0,20.0
2024-09-11,Tomatoes,23,5,8.46,29,2,9,2024,0,0,21.73913043478261
2024-09-12,Tomatoes,25,4,10.44,28,3,9,2024,0,0,16.0
2024-09-13,Tomatoes,23,5,13.46,27,4,9,2024,0,0,21.73913043478261
2024-09-14,Tomatoes,33,5,11.37,41,5,9,2024,1,0,15.151515151515152
2024-09-15,Tomatoes,31,4,10.82,35,6,9,2024,1,0,12.903225806451612
2024-09-16,Tomatoes,26,6,11.36,30,0,9,2024,0,0,23.076923076923077
2024-09-17,Tomatoes,23,3,3.13,29,1,9,2024,0,0,13.043478260869565
2024-09-18,Tomatoes,24,4,10.03,30,2,9,2024,0,0,16.666666666666664
2024-09-19,Tomatoes,28,7,8.44,34,3,9,2024,0,0,25.0
2024-09-20,Tomatoes,25,3,14.0,32,4,9,2024,0,0,12.0
2024-09-21,Tomatoes,30,6,6.39,34,5,9,2024,1,0,20.0
2024-09-22,Tomatoes,32,5,10.14,40,6,9,2024,1,0,15.625
2024-09-23,Tomatoes,30,6,11.59,35,0,9,2024,0,0,20.0
2024-09-24,Tomatoes,28,6,13.07,37,1,9,2024,0,0,21.428571428571427
2024-09-25,Tomatoes,25,4,5.82,30,2,9,2024,0,0,16.0
2024-09-26,Tomatoes,25,4,11.42,29,3,9,2024,0,0,16.0
2024-09-27,Tomatoes,20,3,13.06,25,4,9,2024,0,0,15.0
2024-09-28,Tomatoes,29,4,13.93,36,5,9,2024,1,0,13.793103448275861
2024-09-29,Tomatoes,32,6,13.96,40,6,9,2024,1,0,18.75
2024-09-30,Tomatoes,21,3,8.53,24,0,9,2024,0,0,14.285714285714285
2024-10-01,Tomatoes,25,4,7.03,31,1,10,2024,0,0,16.0
2024-10-02,Tomatoes,27,4,2.88,32,2,10,2024,0,0,14.814814814814813
2024-10-03,Tomatoes,27,4,4.82,30,3,10,2024,0,0,14.814814814814813
2024-10-04,Tomatoes,27,3,5.52,31,4,10,2024,0,0,11.11111111111111
2024-10-05,Tomatoes,28,4,7.82,34,5,10,2024,1,0,14.285714285714285
2024-10-06,Tomatoes,29,5,14.44,33,6,10,2024,1,0,17.24137931034483
2024-10-07,Tomatoes,26,4,8.05,28,0,10,2024,0,0,15.384615384615385
2024-10-08,Tomatoes,27,2,3.85,34,1,10,2024,0,0,7.4074074074074066
2024-10-09,Tomatoes,24,4,10.11,28,2,10,2024,0,0,16.666666666666664
2024-10-10,Tomatoes,24,2,3.81,29,3,10,2024,0,0,8.333333333333332
2024-10-11,Tomatoes,24,3,5.82,31,4,10,2024,0,0,12.5
2024-10-12,Tomatoes,31,3,3.89,35,5,10,2024,1,0,9.67741935483871
2024-10-13,Tomatoes,34,4,2.46,43,6,10,2024,1,0,11.76470588235294
2024-10-14,Tomatoes,31,5,8.19,37,0,10,2024,0,0,16.129032258064516
2024-10-15,Tomatoes,27,3,11.55,31,1,10,2024,0,0,11.11111111111111
2024-10-16,Tomatoes,26,5,3.11,33,2,10,2024,0,0,19.230769230769234
2024-10-17,Tomatoes,24,4,2.96,26,3,10,2024,0,0,16.666666666666664
2024-10-18,Tomatoes,23,11,10.17,27,4,10,2024,0,0,47.82608695652174
